time, lat, lon, total
010/05/24T17:43:33,51.543278,-0.096467,135.9
010/05/24T17:43:50,51.543365,-0.096249,135.9
010/05/24T17:44:07,51.543313,-0.095796,135.9
010/05/24T17:44:14,51.543244,-0.095701,135.9
010/05/24T17:44:25,51.543124,-0.095591,135.9
010/05/24T17:44:35,51.543005,-0.095488,135.9
010/05/24T17:44:49,51.542828,-0.095347,135.9
010/05/24T17:45:08,51.542556,-0.095233,135.9
010/05/24T17:45:39,51.542303,-0.095064,135.9
010/05/24T17:46:19,51.542060,-0.094815,135.9
010/05/24T17:46:34,51.541922,-0.094673,135.9
010/05/24T17:46:39,51.541866,-0.094629,135.9
010/05/24T17:46:42,51.541713,-0.094522,135.9
010/05/24T17:46:52,51.541549,-0.094396,135.9
010/05/24T17:47:00,51.541440,-0.094246,135.9
010/05/24T17:47:10,51.541346,-0.094060,135.9
010/05/24T17:47:18,51.541246,-0.093892,135.9
010/05/24T17:47:28,51.541142,-0.093741,135.9
010/05/24T17:47:36,51.541017,-0.093644,135.9
010/05/24T17:47:45,51.540891,-0.093552,135.9
010/05/24T17:47:59,51.540821,-0.093334,135.9
010/05/24T17:48:04,51.540791,-0.093240,135.9
010/05/24T17:48:14,51.540699,-0.093050,135.9
010/05/24T17:48:24,51.540593,-0.092888,135.9
010/05/24T17:48:49,51.540449,-0.092682,135.9
010/05/24T17:49:05,51.540264,-0.092514,135.9
010/05/24T17:49:08,51.540236,-0.092492,135.9
010/05/24T17:49:15,51.540072,-0.092316,135.9
010/05/24T17:49:27,51.539943,-0.092133,135.9
010/05/24T17:49:38,51.539809,-0.092004,135.9
010/05/24T17:49:49,51.539665,-0.091826,135.9
010/05/24T17:49:58,51.539562,-0.091639,135.9
010/05/24T17:50:05,51.539484,-0.091459,135.9
010/05/24T17:50:14,51.539396,-0.091274,135.9
010/05/24T17:50:16,51.539380,-0.091220,135.9
010/05/24T17:50:26,51.539319,-0.091000,135.9
010/05/24T17:50:37,51.539230,-0.090828,135.9
010/05/24T17:50:48,51.539123,-0.090694,135.9
010/05/24T17:51:04,51.539050,-0.090500,135.9
010/05/24T17:51:06,51.539040,-0.090460,135.9
010/05/24T17:51:16,51.538960,-0.090285,135.9
010/05/24T17:51:29,51.538836,-0.090151,135.9
010/05/24T17:51:40,51.538729,-0.090016,135.9
010/05/24T17:52:01,51.538608,-0.089798,135.9
010/05/24T17:52:03,51.538602,-0.089785,135.9
010/05/24T17:52:11,51.538476,-0.089627,135.9
010/05/24T17:52:22,51.538305,-0.089463,135.9
010/05/24T17:52:32,51.538184,-0.089276,135.9
010/05/24T17:52:42,51.538062,-0.089171,135.9
010/05/24T17:52:52,51.537963,-0.088999,135.9
010/05/24T17:53:02,51.537883,-0.088811,135.9
010/05/24T17:53:12,51.537793,-0.088642,135.9
010/05/24T17:53:23,51.537692,-0.088487,135.9
010/05/24T17:53:34,51.537593,-0.088326,135.9
010/05/24T17:53:40,51.537565,-0.088221,135.9
010/05/24T17:53:50,51.537513,-0.088003,135.9
010/05/24T17:53:59,51.537460,-0.087803,135.9
010/05/24T17:54:04,51.537451,-0.087706,135.9
010/05/24T17:54:14,51.537420,-0.087483,135.9
010/05/24T17:54:24,51.537380,-0.087269,135.9
010/05/24T17:54:33,51.537345,-0.087049,135.9
010/05/24T17:54:47,51.537241,-0.086890,135.9
010/05/24T17:55:00,51.537214,-0.086671,135.9
010/05/24T17:55:16,51.537034,-0.086700,135.9
010/05/24T17:55:28,51.536898,-0.086712,135.9
010/05/24T17:55:39,51.536759,-0.086687,135.9
010/05/24T17:55:53,51.536563,-0.086662,135.9
010/05/24T17:56:03,51.536418,-0.086662,135.9
010/05/24T17:56:13,51.536279,-0.086661,135.9
010/05/24T17:56:23,51.536140,-0.086661,135.9
010/05/24T17:56:35,51.536005,-0.086620,135.9
010/05/24T17:56:54,51.536024,-0.086265,135.9
010/05/24T17:57:02,51.536100,-0.086056,135.9
010/05/24T17:57:03,51.536106,-0.086037,135.9
010/05/24T17:57:11,51.536145,-0.085828,135.9
010/05/24T17:57:25,51.536139,-0.085477,135.9
010/05/24T17:57:26,51.536139,-0.085477,135.9
010/05/24T17:58:05,51.536196,-0.084934,135.9
010/05/24T17:58:11,51.536205,-0.084889,135.9
010/05/24T17:58:25,51.536212,-0.084575,135.9
010/05/24T17:58:33,51.536154,-0.084321,135.9
010/05/24T17:58:40,51.536119,-0.084095,135.9
010/05/24T17:58:48,51.536055,-0.083881,135.9
010/05/24T17:58:56,51.535996,-0.083677,135.9
010/05/24T17:59:04,51.535915,-0.083493,135.9
010/05/24T17:59:05,51.535908,-0.083478,135.9
010/05/24T17:59:15,51.535818,-0.083305,135.9
010/05/24T17:59:28,51.535716,-0.083075,135.9
010/05/24T17:59:39,51.535650,-0.082875,135.9
010/05/24T17:59:41,51.535649,-0.082860,135.9
010/05/24T17:59:55,51.535565,-0.082626,135.9
010/05/24T18:00:19,51.535409,-0.082551,135.9
010/05/24T18:00:26,51.535268,-0.082518,135.9
010/05/24T18:00:34,51.535128,-0.082465,135.9
010/05/24T18:00:35,51.535121,-0.082459,135.9
010/05/25T19:09:21,51.524364,-0.099237,135.9
010/05/25T19:09:26,51.524364,-0.099237,135.9
010/05/25T19:09:31,51.524376,-0.099242,135.9
